object 0 
a 1.676772 
b 1.590226 
c 1.738158 
d 1.697912 
e 1.667839 
f 1.895890 
g 1.463344 
h 1.822356 
i 1.694494 
j  1.655679 
k  1.381311 
l  1.383517 
m  1.394546 
n  1.407820 
o  1.650180 
p  1.374550 
q  1.755786 
r  1.655567 
s  1.526809 
t  1.518957 
u  1.792683 
v  1.713340 
w  1.412386 
x  1.402509 
y  1.575844 
z  1.428107 
aa 1.585657 
ab 1.334621 
ac 1.204547 
ad 1.750054 
