object 0 
a 0.687952 
b 1.431804 
c 1.463750 
d 1.342514 
e 1.355535 
f 1.544231 
g 1.568870 
h 1.133907 
i 1.011561 
j  0.710771 
k  1.018019 
l  0.912497 
m  0.745193 
n  1.043030 
o  0.861758 
p  0.874395 
q  1.428099 
r  0.846424 
s  1.109594 
t  0.881831 
u  0.730119 
v  1.913372 
w  0.968793 
x  0.811757 
y  0.820177 
z  0.761958 
aa 1.100465 
ab 0.980593 
ac 1.005479  
ad 2.591792 
